"Date_Listened","Song_Name","Artist","Feature_Artists","Album","Duration","Genre","Subgenre","Tempo_BPM","Key_Signature","Album_Release_Date","Listen_History_PK"
"2023-02-12","Over","PLAZA","","SHADOW","268","R&B","Alternative R&B","66","D Minor","2017-06-11","1525"
"2023-02-12","A$AP Forever (feat. Moby)","A$AP Rocky","Moby","A$AP Forever (feat. Moby)","233","Hip-Hop","Experimental Hip-Hop","126","A# Minor","2018-04-05","1526"
"2023-02-12","Like That","Norman Perry","","XX2","240","R&B","Trap Soul","90","B Minor","2018-10-02","1527"
"2023-02-12","Government Official","Future","","SAVE ME","150","Hip-Hop","Trap","145","C# Major","2019-06-07","1528"
"2023-02-12","Shotgun","Future","","SAVE ME","258","R&B","Trap Soul","128","D Major","2019-06-07","1529"
"2023-02-12","Extra","Future","","SAVE ME","173","Hip-Hop","Trap","106","G# Minor","2019-06-07","1530"
"2023-02-12","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1531"
"2023-02-13","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1532"
"2023-02-13","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1533"
"2023-02-13","Wanting You","PLAZA","","One","240","R&B","Alternative R&B","112","F# Minor","2016-08-29","1534"
"2023-02-13","Summer Bummer (feat. A$AP Rocky & Playboi Carti)","Lana Del Rey","A$AP Rocky, Playboi Carti","Lust for Life","260","Pop","Indie Pop","135","C# Major","2017-07-21","1535"
"2023-02-13","Moon Lit District","LVNDVN","","Moon Lit District","295","R&B","Alternative R&B","112","A# Minor","2017-09-15","1536"
"2023-02-13","The Party & The After Party","The Weeknd","","Trilogy","459","R&B","Alternative R&B","204","F Minor","2012-11-13","1537"
"2023-02-13","The Knowing","The Weeknd","","Trilogy","340","R&B","Alternative R&B","86","F# Minor","2012-11-13","1538"
"2023-02-13","Salty","Lyfe Harris","","Since We're Here","134","R&B","Trap Soul","94","C# Minor","2020-04-04","1539"
"2023-02-13","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1540"
"2023-02-13","Often","The Weeknd","","Beauty Behind The Madness","249","R&B","Alternative R&B","134","G Minor","2015-08-28","1541"
"2023-02-13","Find Her","Lyfe Harris","","Nothing New","133","R&B","Trap Soul","89","F# Minor","2021-02-10","1542"
"2023-02-13","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1543"
"2023-02-13","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1544"
"2023-02-14","Backseat","Joe Trufant","","Fall Through 2","209","R&B","Contemporary R&B","102","D Minor","2020-04-10","1545"
"2023-02-14","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1546"
"2023-02-14","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1547"
"2023-02-14","Sainted","Norman Perry","","Way Darker This Time","192","R&B","Trap Soul","140","G Minor","2020-04-10","1548"
"2023-02-14","Find Her","Lyfe Harris","","Nothing New","133","R&B","Trap Soul","89","F# Minor","2021-02-10","1549"
"2023-02-14","I Want You","Artie J","","I Hate Pretty Girls","187","R&B","Trap Soul","110","C# Major","2020-02-16","1550"
"2023-02-14","Crash","PLAZA","","Crash","231","R&B","Alternative R&B","118","G Minor","2022-02-25","1551"
"2023-02-14","Low Life (feat. The Weeknd)","Future","The Weeknd","EVOL","313","Hip-Hop","Trap","144","G# Major","2016-04-13","1552"
"2023-02-14","Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)","Dreamville","JID, J. Cole, Kenny Mason, Sheck Wes","D-Day: A Gangsta Grillz Mixtape","309","Hip-Hop","Trap","119","G Major","2022-03-31","1553"
"2023-02-14","Bring It Back (with Mike WiLL Made-It feat. Drake)","Trouble","Mike WiLL Made-It, Drake","Edgewood (41E Edition)","255","Hip-Hop","Trap","152","F# Minor","2018-10-26","1554"
"2023-02-14","Passionfruit","Drake","","More Life","298","R&B","Contemporary R&B","112","B Major","2017-03-18","1555"
"2023-02-14","WEST DISTRICT","PARTYNEXTDOOR","","PARTYPACK","303","R&B","Trap Soul","95","C# Major","2020-10-16","1556"
"2023-02-14","Doll House","Lyfe Harris","","Since We're Here","135","R&B","Trap Soul","108","G Major","2020-04-04","1557"
"2023-02-14","Break From Toronto","PARTYNEXTDOOR","","PARTYNEXTDOOR","99","R&B","Trap Soul","117","A Major","2013-07-01","1558"
"2023-02-14","Mask Off","Future","","FUTURE","204","Hip-Hop","Trap","150","D Major","2017-06-30","1559"
"2023-02-14","Lie To Me","Black Atlass","","Dream Awake","210","R&B","Alternative R&B","158","B Minor","2020-04-03","1560"
"2023-02-14","Endless","Hiddenhillsforever","","Hell Of A Night","208","Hip-Hop","Trap","157","D Major","2021-05-07","1561"
"2023-02-14","Backseat","Joe Trufant","","Fall Through 2","209","R&B","Contemporary R&B","102","D Minor","2020-04-10","1562"
"2023-02-14","Palace","A$AP Rocky","","LIVE.LOVE.A$AP","162","Hip-Hop","East Coast Hip-Hop","134","G Major","2011-10-31","1563"
"2023-02-15","FREAK IN YOU","PARTYNEXTDOOR","","COLOURS 2","272","R&B","Contemporary R&B","87","C# Major","2017-06-02","1564"
"2023-02-15","Salty","Lyfe Harris","","Since We're Here","134","R&B","Trap Soul","94","C# Minor","2020-04-04","1565"
"2023-02-15","Twisted Paradise","Artie J","","Twisted Paradise","272","R&B","Trap Soul","145","E Minor","2021-05-10","1566"
"2023-02-15","Government Official","Future","","SAVE ME","150","Hip-Hop","Trap","145","C# Major","2019-06-07","1567"
"2023-02-15","Lie To Me","Black Atlass","","Dream Awake","210","R&B","Alternative R&B","158","B Minor","2020-04-03","1568"
"2023-02-15","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1569"
"2023-02-15","Find Her","Lyfe Harris","","Nothing New","133","R&B","Trap Soul","89","F# Minor","2021-02-10","1570"
"2023-02-15","Waterfalls","LVNDVN","","Moon Lit District","214","R&B","Alternative R&B","151","A Minor","2017-09-15","1571"
"2023-02-15","Moon Lit District","LVNDVN","","Moon Lit District","295","R&B","Alternative R&B","112","A# Minor","2017-09-15","1572"
"2023-02-15","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1573"
"2023-02-15","The Fall","The Weeknd","","Trilogy","345","R&B","Alternative R&B","75","C# Major","2012-11-13","1574"
"2023-02-15","Recognize (feat. Drake)","PARTYNEXTDOOR","Drake","PARTYNEXTDOOR TWO","311","R&B","Trap Soul","120","D Major","2014-07-29","1575"
"2023-02-15","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1576"
"2023-02-15","WEST DISTRICT","PARTYNEXTDOOR","","PARTYPACK","303","R&B","Trap Soul","95","C# Major","2020-10-16","1577"
"2023-02-15","Excuse Me","A$AP Rocky","","AT.LONG.LAST.A$AP","238","Hip-Hop","Psychadelic Hip-Hop","122","G# Major","2015-05-26","1578"
"2023-02-15","Sundress","A$AP Rocky","","Sundress","158","Rock","Psychadelic Rock","125","F# Major","2018-11-20","1579"
"2023-02-15","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1580"
"2023-02-15","No Romance","Lyfe Harris","","Since We're Here","137","R&B","Trap Soul","105","G Major","2020-04-04","1581"
"2023-02-15","Top Floor","Lyfe Harris","","Since We're Here","126","R&B","Trap Soul","106","C# Minor","2020-04-04","1582"
"2023-02-15","Hamptons","Lyfe Harris","","Hamptons","168","R&B","Trap Soul","97","C# Minor","2020-09-24","1583"
"2023-02-15","Pawn","Lyfe Harris","","Since We're Here","153","R&B","Trap Soul","100","E Major","2020-04-04","1584"
"2023-02-15","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1585"
"2023-02-15","Sainted","Norman Perry","","Way Darker This Time","192","R&B","Trap Soul","140","G Minor","2020-04-10","1586"
"2023-02-15","Mission","Norman Perry","","Way Darker This Time","127","R&B","Trap Soul","136","F# Minor","2020-04-10","1587"
"2023-02-15","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1588"
"2023-02-15","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1589"
"2023-02-15","Recognize (feat. Drake)","PARTYNEXTDOOR","Drake","PARTYNEXTDOOR TWO","311","R&B","Trap Soul","120","D Major","2014-07-29","1590"
"2023-02-16","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1591"
"2023-02-16","Hamptons","Lyfe Harris","","Hamptons","168","R&B","Trap Soul","97","C# Minor","2020-09-24","1592"
"2023-02-16","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1593"
"2023-02-16","FREAK IN YOU","PARTYNEXTDOOR","","COLOURS 2","272","R&B","Contemporary R&B","87","C# Major","2017-06-02","1594"
"2023-02-16","Twisted Paradise","Artie J","","Twisted Paradise","272","R&B","Trap Soul","145","E Minor","2021-05-10","1595"
"2023-02-16","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1596"
"2023-02-16","Still Alive","PLAZA","","Nocturnes","198","R&B","Alternative R&B","147","G Minor","2021-10-01","1597"
"2023-02-16","Get Even","PLAZA","","Nocturnes","200","R&B","Alternative R&B","155","F Minor","2021-10-01","1598"
"2023-02-16","MTFU","6LACK","","FREE 6LACK","208","R&B","Trap Soul","112","A# Minor","2016-11-18","1599"
"2023-02-16","PRBLMS","6LACK","","FREE 6LACK","246","R&B","Trap Soul","69","A Major","2016-11-18","1600"
"2023-02-16","In Too Deep","Artie J","","Trap Girls Club","271","R&B","Trap Soul","152","A# Minor","2021-01-10","1601"
"2023-02-16","A Broken Promise","Artie J","","Trap Girls Club","189","R&B","Trap Soul","138","C Minor","2021-01-10","1602"
"2023-02-16","Pink Religion","Artie J","","Trap Girls Club","193","R&B","Trap Soul","80","A Major","2021-01-10","1603"
"2023-02-16","Phantom Touch","LVNDVN","","Phantom Touch","151","R&B","Alternative R&B","113","F# Minor","2022-03-29","1604"
"2023-02-16","Doll House","Lyfe Harris","","Since We're Here","135","R&B","Trap Soul","108","G Major","2020-04-04","1605"
"2023-02-16","Shotgun","Future","","SAVE ME","258","R&B","Trap Soul","128","D Major","2019-06-07","1606"
"2023-02-16","Changes","A$AP Rocky","","TESTING","314","Hip-Hop","Experimental Hip-Hop","137","D# Major","2018-05-25","1607"
"2023-02-16","pRETTy","Lil Yatchy","","Let’s Start Here","162","Rock","Psychadelic Rock","128","F Major","2023-01-27","1608"
"2023-02-16","Between Us (feat. 21 Savage)","TYuS","21 Savage","Between Us (feat. 21 Savage)","263","R&B","Trap Soul","111","C# Major","2017-06-30","1609"
"2023-02-16","Play Your Roll","Norman Perry","","Way Darker This Time","125","R&B","Trap Soul","122","G Major","2020-04-10","1610"
"2023-02-16","Too Many Times","Norman Perry","","XX2","200","R&B","Trap Soul","102","D Major","2018-10-02","1611"
"2023-02-17","Never Know","6LACK","","FREE 6LACK","249","R&B","Trap Soul","95","F Minor","2016-11-18","1612"
"2023-02-17","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1613"
"2023-02-17","Crash","PLAZA","","Crash","231","R&B","Alternative R&B","118","G Minor","2022-02-25","1614"
"2023-02-17","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1615"
"2023-02-17","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1616"
"2023-02-17","Belong To The World","The Weeknd","","Kiss Land","307","R&B","Alternative R&B","121","F Minor","2013-01-01","1617"
"2023-02-17","House of Balloons / Glass Table Girls","The Weeknd","","Trilogy","405","R&B","Alternative R&B","89","C Major","2012-11-13","1618"
"2023-02-17","The Morning","The Weeknd","","Trilogy","312","R&B","Alternative R&B","120","F# Minor","2012-11-13","1619"
"2023-02-17","Wicked Games","The Weeknd","","Trilogy","323","R&B","Alternative R&B","114","A Major","2012-11-13","1620"
"2023-02-17","The Party & The After Party","The Weeknd","","Trilogy","459","R&B","Alternative R&B","204","F Minor","2012-11-13","1621"
"2023-02-17","Coming Down","The Weeknd","","Trilogy","295","R&B","Alternative R&B","121","D Minor","2012-11-13","1622"
"2023-02-17","Loft Music","The Weeknd","","Trilogy","363","R&B","Alternative R&B","172","F# Minor","2012-11-13","1623"
"2023-02-17","The Knowing","The Weeknd","","Trilogy","340","R&B","Alternative R&B","86","F# Minor","2012-11-13","1624"
"2023-02-17","Borrow","KayCyy","","Get Used To It","126","Hip-Hop","Vapor Trap","125","G# Major","2022-06-02","1625"
"2023-02-17","THE SUN","KayCyy","Gesaffelstein","TW20 50","188","Hip-Hop","Vapor Trap","133","G# Major","2022-03-11","1626"
"2023-02-17","brand new","Alley","Lev, Svi","brand new","212","R&B","Trap Soul","134","E Minor","2022-01-28","1627"
"2023-02-17","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1628"
"2023-02-17","Wanting You","PLAZA","","One","240","R&B","Alternative R&B","112","F# Minor","2016-08-29","1629"
"2023-02-17","Waterfalls","LVNDVN","","Moon Lit District","214","R&B","Alternative R&B","151","A Minor","2017-09-15","1630"
"2023-02-17","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1631"
"2023-02-17","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1632"
"2023-02-17","Kinda Like It","Black Atlass","","Pain & Pleasure","265","R&B","Alternative R&B","83","B Minor","2018-07-12","1633"
"2023-02-17","Dan Marino Freestyle","Lyfe Harris","","Dan Marino Freestyle","155","Hip-Hop","Trap","94","F Minor","2021-06-23","1634"
"2023-02-17","Full Speed Ahead","Lyfe Harris","","Nothing New","176","R&B","Trap Soul","154","G Minor","2021-02-10","1635"
"2023-02-18","Doll House","Lyfe Harris","","Since We're Here","135","R&B","Trap Soul","108","G Major","2020-04-04","1636"
"2023-02-18","404","Lyfe Harris","","ENIGMA","156","R&B","Trap Soul","89","G Major","2022-02-18","1637"
"2023-02-18","STAY RIGHT HERE","Lyfe Harris","","ENIGMA","168","R&B","Trap Soul","140","E Minor","2022-02-18","1638"
"2023-02-18","Sainted","Norman Perry","","Way Darker This Time","192","R&B","Trap Soul","140","G Minor","2020-04-10","1639"
"2023-02-18","Endless","Hiddenhillsforever","","Hell Of A Night","208","Hip-Hop","Trap","157","D Major","2021-05-07","1640"
"2023-02-18","Backseat","Joe Trufant","","Fall Through 2","209","R&B","Contemporary R&B","102","D Minor","2020-04-10","1641"
"2023-02-18","Twisted Paradise","Artie J","","Twisted Paradise","272","R&B","Trap Soul","145","E Minor","2021-05-10","1642"
"2023-02-18","I Want You","Artie J","","I Hate Pretty Girls","187","R&B","Trap Soul","110","C# Major","2020-02-16","1643"
"2023-02-18","Decisions","Lyfe Harris","","Decisions","168","R&B","Trap Soul","110","F# Minor","2020-02-17","1644"
"2023-02-18","Use Me","PLAZA","","Nocturnes","238","R&B","Alternative R&B","147","B Minor","2021-10-01","1645"
"2023-02-18","Love Thy Enemies","Future","","SAVE ME","127","R&B","Trap Soul","100","G Major","2019-06-07","1646"
"2023-02-18","Paranoia / #1 Stunna","FXXXXY","","Do You Trust Me?","193","Hip-Hop","Trap","113","E Minor","2020-12-11","1647"
"2023-02-18","Diamond","Norman Perry","","XX2","134","R&B","Trap Soul","129","C# Minor","2018-10-02","1648"
"2023-02-18","Backseat","Joe Trufant","","Fall Through 2","209","R&B","Contemporary R&B","102","D Minor","2020-04-10","1649"
"2023-02-18","Between Us (feat. 21 Savage)","TYuS","21 Savage","Between Us (feat. 21 Savage)","263","R&B","Trap Soul","111","C# Major","2017-06-30","1650"
"2023-02-18","Fine Whine (feat. Joe Fox, Future & M.I.A.)","A$AP Rocky","Joe Fox, Future, M.I.A.","AT.LONG.LAST.A$AP","218","Hip-Hop","Psychadelic Hip-Hop","114","C# Major","2015-05-26","1651"
"2023-02-18","Holy Ghost (feat. Joe Fox)","A$AP Rocky","Joe Fox","AT.LONG.LAST.A$AP","191","Hip-Hop","Psychadelic Hip-Hop","76","A# Minor","2015-05-26","1652"
"2023-02-18","Rebel","Norman Perry","","Way Darker This Time","153","R&B","Trap Soul","125","D# Minor","2020-04-10","1653"
"2023-02-18","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1654"
"2023-02-18","DOMINO","Thouxanbanfauni","","CLAIRVOYANCE","122","Hip-Hop","Vapor Trap","133","G Minor","2020-07-21","1655"
"2023-02-18","AMERICAN MUSCLE","Thouxanbanfauni","","CLAIRVOYANCE","156","Hip-Hop","Vapor Trap","160","A# Minor","2020-07-21","1656"
"2023-02-18","No Time (feat. Gunna)","Playboi Carti","","Die Lit","219","Hip-Hop","Vapor Trap","140","F Minor","2018-05-11","1657"
"2023-02-18","Sky","Playboi Carti","","Whole Lotta Red","193","Hip-Hop","Vapor Trap","140","D Major","2020-12-25","1658"
"2023-02-18","NOSTYLIST","Destroy Lonely","","NO STYLIST","180","Hip-Hop","Vapor Trap","160","B Minor","2022-08-12","1659"
"2023-02-18","VETERAN (feat. Ken Carson)","Destroy Lonely","Ken Carson","NO STYLIST","176","Hip-Hop","Vapor Trap","147","D Major","2022-08-12","1660"
"2023-02-18","Murda Musik (feat. Destroy Lonely)","Ken Carson","Destroy Lonely","X","176","Hip-Hop","Vapor Trap","156","C# Major","2022-07-08","1661"
"2023-02-18","Pretty Little Fears (feat. J. Cole)","6LACK","J. Cole","East Atlanta Love Letter","240","R&B","Trap Soul","192","A Major","2018-09-14","1662"
"2023-02-18","East Atlanta Love Letter (feat. Future)","6LACK","Future","East Atlanta Love Letter","246","R&B","Trap Soul","61","F Minor","2018-09-14","1663"
"2023-02-18","Glock Six - Bonus","6LACK","","FREE 6LACK","190","R&B","Trap Soul","83","B Minor","2016-11-18","1664"
"2023-02-18","Never Know","6LACK","","FREE 6LACK","249","R&B","Trap Soul","95","F Minor","2016-11-18","1665"
"2023-02-18","Borrow","KayCyy","","Get Used To It","126","Hip-Hop","Vapor Trap","125","G# Major","2022-06-02","1666"
"2023-02-18","Replay","KayCyy","","Get Used To It","182","Hip-Hop","Vapor Trap","130","B Minor","2022-06-02","1667"
"2023-02-18","Murda Musik (feat. Destroy Lonely)","Ken Carson","Destroy Lonely","X","176","Hip-Hop","Vapor Trap","156","C# Major","2022-07-08","1668"
"2023-02-18","Top Floor","Lyfe Harris","","Since We're Here","126","R&B","Trap Soul","106","C# Minor","2020-04-04","1669"
"2023-02-18","Wall Maria","FRVRFRIDAY","","Wall Maria","148","Hip-Hop","Trap","120","D# Minor","2018-10-12","1670"
"2023-02-18","Karma","PLAZA","","SHADOW","305","R&B","Alternative R&B","121","F# Minor","2017-06-11","1671"
"2023-02-18","Moon Lit District","LVNDVN","","Moon Lit District","295","R&B","Alternative R&B","112","A# Minor","2017-09-15","1672"
"2023-02-18","TIME FOR YOU","FRVRFRIDAY","","TIME FOR YOU","203","R&B","Trap Soul","125","F Minor","2021-03-05","1673"
"2023-02-18","Over","PLAZA","","SHADOW","268","R&B","Alternative R&B","66","D Minor","2017-06-11","1674"
"2023-02-18","Redbone","Era","","Redbone","179","R&B","Trap Soul","91","C# Minor","2020-03-20","1675"
"2023-02-18","Love You Again","PLAZA","","SHADOW","281","R&B","Alternative R&B","138","B Minor","2017-06-11","1676"
"2023-02-18","MEDICINE","Lyfe Harris","","ENIGMA","163","R&B","Trap Soul","85","F# Minor","2022-02-18","1677"
"2023-02-18","Wanderlust","The Weeknd","","Kiss Land","306","R&B","Alternative R&B","116","C# Minor","2013-01-01","1678"
"2023-02-18","Kiss Land","The Weeknd","","Kiss Land","455","R&B","Alternative R&B","122","B Minor","2013-01-01","1679"
"2023-02-18","Changes","A$AP Rocky","","TESTING","314","Hip-Hop","Experimental Hip-Hop","137","D# Major","2018-05-25","1680"
"2023-02-18","Excuse Me","A$AP Rocky","","AT.LONG.LAST.A$AP","238","Hip-Hop","Psychadelic Hip-Hop","122","G# Major","2015-05-26","1681"
"2023-02-18","Flip","Future","","FUTURE","254","Hip-Hop","Trap","146","A Major","2017-06-30","1682"
"2023-02-18","You Know","Lyfe Harris","","Nothing New","179","R&B","Trap Soul","89","F Minor","2021-02-10","1683"
"2023-02-18","Lord Pretty Flacko Jodye 2 (LPFJ2)","A$AP Rocky","","AT.LONG.LAST.A$AP","126","Hip-Hop","Rap","208","F# Major","2015-05-26","1684"
"2023-02-18","Night After Night","Black Atlass","","Dream Awake","183","R&B","Alternative R&B","160","F Minor","2020-04-03","1685"
"2023-02-18","POA","Future","","FUTURE","248","Hip-Hop","Trap","148","B Minor","2017-06-30","1686"
"2023-02-18","FWU","Artie J","","Trap Girls Club","201","R&B","Trap Soul","134","A# Minor","2021-01-10","1687"
"2023-02-18","Still Alive","PLAZA","","Nocturnes","198","R&B","Alternative R&B","147","G Minor","2021-10-01","1688"
"2023-02-18","L$D","A$AP Rocky","","AT.LONG.LAST.A$AP","238","R&B","Alternative R&B","120","D Major","2015-05-26","1689"
"2023-02-18","Tragedy","PLAZA","","Tragedy","233","R&B","Alternative R&B","85","D# Minor","2015-05-26","1690"
"2023-02-19","Recognize (feat. Drake)","PARTYNEXTDOOR","Drake","PARTYNEXTDOOR TWO","311","R&B","Trap Soul","120","D Major","2014-07-29","1691"
"2023-02-19","Twenty Eight","The Weeknd","","Trilogy","258","R&B","Alternative R&B","130","D# Minor","2012-11-13","1692"
"2023-02-19","Break From Toronto","PARTYNEXTDOOR","","PARTYNEXTDOOR","99","R&B","Trap Soul","117","A Major","2013-07-01","1693"
"2023-02-19","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1694"
"2023-02-19","Still Alive","PLAZA","","Nocturnes","198","R&B","Alternative R&B","147","G Minor","2021-10-01","1695"
"2023-02-19","Loft Music","The Weeknd","","Trilogy","363","R&B","Alternative R&B","172","F# Minor","2012-11-13","1696"
"2023-02-19","Find Her","Lyfe Harris","","Nothing New","133","R&B","Trap Soul","89","F# Minor","2021-02-10","1697"
"2023-02-19","Live For","The Weeknd","Drake","Kiss Land","222","R&B","Alternative R&B","76","C Major","2013-01-01","1698"
"2023-02-19","Locations","LVNDVN","","HYPRWRLD","219","R&B","Alternative R&B","92","B Minor","2019-04-12","1699"
"2023-02-19","Bring It Back (with Mike WiLL Made-It feat. Drake)","Trouble","Mike WiLL Made-It, Drake","Edgewood (41E Edition)","255","Hip-Hop","Trap","152","F# Minor","2018-10-26","1700"
"2023-02-19","The Knowing","The Weeknd","","Trilogy","340","R&B","Alternative R&B","86","F# Minor","2012-11-13","1701"
"2023-02-19","Water","PLAZA","","One","181","R&B","Alternative R&B","104","C# Minor","2016-08-29","1702"
"2023-02-19","Salty","Lyfe Harris","","Since We're Here","134","R&B","Trap Soul","94","C# Minor","2020-04-04","1703"
"2023-02-19","Bentley Keys","Lyfe Harris","","Bentley Keys","145","R&B","Trap Soul","108","F Minor","2020-10-23","1704"
"2023-02-19","Loft Music","The Weeknd","","Trilogy","363","R&B","Alternative R&B","172","F# Minor","2012-11-13","1705"
"2023-02-19","Doll House","Lyfe Harris","","Since We're Here","135","R&B","Trap Soul","108","G Major","2020-04-04","1706"
"2023-02-19","Reason","PLAZA","","One","241","R&B","Alternative R&B","174","C Major","2016-08-29","1707"
"2023-02-19","Top Floor","Lyfe Harris","","Since We're Here","126","R&B","Trap Soul","106","C# Minor","2020-04-04","1708"
"2023-02-19","Palace","A$AP Rocky","","LIVE.LOVE.A$AP","162","Hip-Hop","East Coast Hip-Hop","134","G Major","2011-10-31","1709"
"2023-02-19","I Want Her Too","Artie J","","Emotional Indulgence","172","R&B","Trap Soul","90","B Minor","2021-10-08","1710"
"2023-02-19","Tattoed Lyrics","Artie J","","Emotional Indulgence","209","R&B","Trap Soul","83","F Major","2021-10-08","1711"
"2023-02-19","Fly Gyal","Artie J","","Emotional Indulgence","180","R&B","Trap Soul","140","B Minor","2021-10-08","1712"
"2023-02-19","Uncontrollable","Artie J","","Emotional Indulgence","141","R&B","Trap Soul","112","A# Major","2021-10-08","1713"
"2023-02-19","Excuse Me","A$AP Rocky","","AT.LONG.LAST.A$AP","238","Hip-Hop","Psychadelic Hip-Hop","122","G# Major","2015-05-26","1714"
"2023-02-19","Dark Hearted","Freddie Gibbs","","$oul $old $eparately","205","Hip-Hop","Rap","96","D# Minor","2022-09-30","1715"
"2023-02-19","It's Lifted","Robb Bank$","Trippie Redd","It's Lifted","142","Hip-Hop","Vapor Trap","122","A# Minor","2022-03-14","1716"
"2023-02-19","Like That","Norman Perry","","XX2","240","R&B","Trap Soul","90","B Minor","2018-10-02","1717"
"2023-02-19","The Zone","The Weeknd","Drake","Trilogy","418","R&B","Alternative R&B","140","D# Minor","2012-11-13","1718"
"2023-02-19","brand new","Alley","Lev, Svi","brand new","212","R&B","Trap Soul","134","E Minor","2022-01-28","1719"
"2023-02-19","Mask Off","Future","","FUTURE","204","Hip-Hop","Trap","150","D Major","2017-06-30","1720"
"2023-02-19","MAFIA","Travis Scott","","ESCAPE PLAN / MAFIA","240","Hip-Hop","Trap","110","C Minor","2021-11-05","1721"
"2023-02-19","Crash","PLAZA","","Crash","231","R&B","Alternative R&B","118","G Minor","2022-02-25","1722"
"2023-02-19","Diamond","Norman Perry","","XX2","134","R&B","Trap Soul","129","C# Minor","2018-10-02","1723"
"2023-02-19","Don't Panic","Lyfe Harris","","Don't Panic","112","R&B","Trap Soul","108","A# Minor","2020-01-06","1724"
"2023-02-19","THE SUN","KayCyy","Gesaffelstein","TW20 50","188","Hip-Hop","Vapor Trap","133","G# Major","2022-03-11","1725"
"2023-02-19","OKAY!","KayCyy","Gesaffelstein","TW20 50","275","Hip-Hop","Vapor Trap","121","C Minor","2022-03-11","1726"
"2023-02-19","Remember","PLAZA","","Nocturnes","212","R&B","Alternative R&B","122","E Minor","2021-10-01","1727"
"2023-02-19","FREAK IN YOU","PARTYNEXTDOOR","","COLOURS 2","272","R&B","Contemporary R&B","87","C# Major","2017-06-02","1728"
"2023-02-19","Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)","Dreamville","JID, J. Cole, Kenny Mason, Sheck Wes","D-Day: A Gangsta Grillz Mixtape","309","Hip-Hop","Trap","119","G Major","2022-03-31","1729"
"2023-02-19","Too Many Times","Norman Perry","","XX2","200","R&B","Trap Soul","102","D Major","2018-10-02","1730"
"2023-02-19","Low Life (feat. The Weeknd)","Future","The Weeknd","EVOL","313","Hip-Hop","Trap","144","G# Major","2016-04-13","1731"
"2023-02-19","404","Lyfe Harris","","ENIGMA","156","R&B","Trap Soul","89","G Major","2022-02-18","1732"
"2023-02-19","From The Garden (feat. Lil Uzi Vert)","Isaiah Rashad","Lil Uzi Vert","The House Is Burning","189","Hip-Hop","Southern Hip-Hop","142","F# Minor","2021-07-30","1733"
"2023-02-19","White Dress","Lana Del Rey","","Chemtrails Over The Country Club","333","Pop","Indie Pop","123","C Major","2021-03-19","1734"
"2023-02-19","Belong To The World","The Weeknd","","Kiss Land","307","R&B","Alternative R&B","121","F Minor","2013-01-01","1735"
"2023-02-19","The Fall","The Weeknd","","Trilogy","345","R&B","Alternative R&B","75","C# Major","2012-11-13","1736"
